created_at,source,original_text,polarity,subjectivity,lang,fav_count,retweet_count,screen_name,follower_count,friends_count,sensitivity,hashtags,mentions,location
Sun Aug 07 22:19:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CGMeifangZhang: Responding to a CNN reporter saying ""China is busy encircling #Taiwan” during an interview, Roger Waters, co-founder of…",0.1,0.3,en,0,128,riomadureira,15334,15460,false,"[{'text': 'Taiwan', 'indices': [82, 89]}]","[{'screen_name': 'CGMeifangZhang', 'name': 'Zhang Meifang张美芳', 'id': 1222894323152195586, 'id_str': '1222894323152195586', 'indices': [3, 18]}]",
Sun Aug 07 22:18:50 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ChinaInfo777: #PinkFloyd Roger Waters tells it as it is. #Taiwan is a part of #China! https://t.co/RJ64fX6F33,0.0,0.0,en,0,5,Karina88355595,233,355,false,"[{'text': 'PinkFloyd', 'indices': [18, 28]}, {'text': 'Taiwan', 'indices': [61, 68]}, {'text': 'China', 'indices': [82, 88]}]","[{'screen_name': 'ChinaInfo777', 'name': 'China Info 🇨🇳', 'id': 1508186150711701505, 'id_str': '1508186150711701505', 'indices': [3, 16]}]",
Sun Aug 07 22:18:50 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,CenteniThomas,128,690,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:18:25 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @IndoPac_Info: #Taiwan’s ‘Fully-Loaded’ F-16 Vipers Armed With Deadly Harpoon Missiles Gear-Up To Hunt Intruding Chinese Warships

Taiwa…",-0.1,0.2,en,0,121,statlynks,87,562,false,"[{'text': 'Taiwan', 'indices': [18, 25]}]","[{'screen_name': 'IndoPac_Info', 'name': 'Indo-Pacific News - Watching the CCP-China Threat', 'id': 844136511079559168, 'id_str': '844136511079559168', 'indices': [3, 16]}]",
Sun Aug 07 22:18:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SpokespersonCHN: 3⃣️#Pelosi's visit to Taiwan has given the lie to the US government's commitment to have only unofficial relations wit…,0.0,1.0,en,0,176,Adolfap01,143,272,false,"[{'text': 'Pelosi', 'indices': [24, 31]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:18:10 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Jingjing_Li: This speech by the President of Nicaragua is based. #taiwan 
https://t.co/GsuOMJSEuF",0.0,0.0,en,0,455,jadedragon26102,1864,899,false,"[{'text': 'taiwan', 'indices': [69, 76]}]","[{'screen_name': 'Jingjing_Li', 'name': 'Li Jingjing 李菁菁', 'id': 352561706, 'id_str': '352561706', 'indices': [3, 15]}]",
Sun Aug 07 22:18:10 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CGMeifangZhang: #US House Speaker Nancy #Pelosi and her family are now under scrutiny for several market trades. Her husband, Paul Pelo…",0.0,0.0,en,0,121,MandiBeros,3883,3887,false,"[{'text': 'US', 'indices': [20, 23]}, {'text': 'Pelosi', 'indices': [44, 51]}]","[{'screen_name': 'CGMeifangZhang', 'name': 'Zhang Meifang张美芳', 'id': 1222894323152195586, 'id_str': '1222894323152195586', 'indices': [3, 18]}]",
Sun Aug 07 22:18:06 +0000 2022,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @CDNPosts: #China’s #Taiwan War Games Become Latest Threat To Backlogged Global Supply Chain: by Max Keating at CDN -  

Chinese militar…",0.16666666666666666,0.3,en,0,5,NeceHorn,13505,13493,false,"[{'text': 'China', 'indices': [14, 20]}, {'text': 'Taiwan', 'indices': [23, 30]}]","[{'screen_name': 'CDNPosts', 'name': 'Conservative Daily News', 'id': 74945157, 'id_str': '74945157', 'indices': [3, 12]}]",
Sun Aug 07 22:18:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @WangGuanBeijing: I was interview by BBC World News on Pelosi's Taiwan visit. @BBCWorld  #pelositaiwan #pelosivisittotaiwan #ChinaTaiwan…,0.0,0.0,en,0,43,1991MariJa,188,570,false,"[{'text': 'pelositaiwan', 'indices': [92, 105]}, {'text': 'pelosivisittotaiwan', 'indices': [106, 126]}, {'text': 'ChinaTaiwan', 'indices': [127, 139]}]","[{'screen_name': 'WangGuanBeijing', 'name': 'Wang Guan', 'id': 36707787, 'id_str': '36707787', 'indices': [3, 19]}, {'screen_name': 'BBCWorld', 'name': 'BBC News (World)', 'id': 742143, 'id_str': '742143', 'indices': [81, 90]}]",
Sun Aug 07 22:17:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @WilliamYang120: Reuters reported that a commentator said on #China's state media that #Beijing is planning to hold regular military exe…,-0.05,0.08846153846153847,en,0,53,sirmort_,153,466,false,"[{'text': 'China', 'indices': [64, 70]}, {'text': 'Beijing', 'indices': [90, 98]}]","[{'screen_name': 'WilliamYang120', 'name': 'William Yang', 'id': 365216346, 'id_str': '365216346', 'indices': [3, 18]}]",
Sun Aug 07 22:17:33 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SpokespersonCHN: ""#Taiwan is part of China. That's been absolutely accepted by the whole of international community... And if you don't…",0.13333333333333333,0.43333333333333335,en,0,669,WeRAllAssange,94,85,false,"[{'text': 'Taiwan', 'indices': [22, 29]}]","[{'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': 1183698123719200768, 'id_str': '1183698123719200768', 'indices': [3, 19]}]",
Sun Aug 07 22:17:11 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DouglasTodd: ""Canadians could all vanish from the face of the earth and we’d take only about 1.5% of greenhouse-gas emissions out of th…",0.0,1.0,en,0,49,penniesnickels,514,1752,false,[],"[{'screen_name': 'DouglasTodd', 'name': 'DouglasTodd', 'id': 17684387, 'id_str': '17684387', 'indices': [3, 15]}]",
